dataset,task_id,method,seed,answer,cost_usd,latency_s,prompt_tokens,completion_tokens,agent_used,reason,error
mmlu,mmlu-8414,TrustRoute-StrongestQueried,3,A,0.00046225,8.59268856048584,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-10986,TrustRoute-StrongestQueried,3,C,0.00219585,15.889816761016846,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-5418,TrustRoute-StrongestQueried,3,C,0.00059375,7.61514949798584,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-5778,TrustRoute-StrongestQueried,3,C,0.0006775500000000001,9.172126293182373,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-7658,TrustRoute-StrongestQueried,3,C,0.00038665,6.562395811080933,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-5945,TrustRoute-StrongestQueried,3,A,0.00183905,12.411348819732666,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8963,TrustRoute-StrongestQueried,3,C,0.00065875,8.424644947052002,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-9206,TrustRoute-StrongestQueried,3,A,0.00072185,8.226548910140991,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-3277,TrustRoute-StrongestQueried,3,C,0.00044395000000000003,6.9075610637664795,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8696,TrustRoute-StrongestQueried,3,B,0.00174945,26.243789434432983,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-7089,TrustRoute-StrongestQueried,3,B,0.00031975,7.468575954437256,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2418,TrustRoute-StrongestQueried,3,C,0.00029525,7.360414743423462,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-12740,TrustRoute-StrongestQueried,3,C,0.00049945,9.55012321472168,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-11090,TrustRoute-StrongestQueried,3,,0.0028321499999999994,16.26308822631836,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-9960,TrustRoute-StrongestQueried,3,B,0.00042515,8.203752756118774,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-6864,TrustRoute-StrongestQueried,3,C,0.00157245,18.82677912712097,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-4969,TrustRoute-StrongestQueried,3,D,0.00028245,7.674096584320068,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-12010,TrustRoute-StrongestQueried,3,B,0.00121695,10.34476900100708,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2995,TrustRoute-StrongestQueried,3,A,0.00091735,10.339101791381836,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2534,TrustRoute-StrongestQueried,3,A,0.00044195,7.164106607437134,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8970,TrustRoute-StrongestQueried,3,C,0.00125575,20.211995601654053,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-5665,TrustRoute-StrongestQueried,3,B,0.0013365500000000002,11.4889395236969,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8265,TrustRoute-StrongestQueried,3,B,0.00029665,6.470042943954468,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-4545,TrustRoute-StrongestQueried,3,B,0.00065295,8.92487907409668,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-3567,TrustRoute-StrongestQueried,3,D,0.00054315,11.16695523262024,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-7694,TrustRoute-StrongestQueried,3,A,0.0022192500000000003,18.481725931167603,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-12948,TrustRoute-StrongestQueried,3,D,0.00029065,6.852068662643433,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2231,TrustRoute-StrongestQueried,3,A,0.00024865,5.974945545196533,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8894,TrustRoute-StrongestQueried,3,C,0.0015221500000000001,11.063354730606079,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-9002,TrustRoute-StrongestQueried,3,D,0.0010338500000000002,9.816909790039062,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-11771,TrustRoute-StrongestQueried,3,C,0.0007694500000000001,8.279423236846924,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-10992,TrustRoute-StrongestQueried,3,,0.00259725,19.69560980796814,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-7907,TrustRoute-StrongestQueried,3,C,0.00023324999999999998,5.3361616134643555,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-13971,TrustRoute-StrongestQueried,3,B,0.0013194500000000002,11.826126337051392,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-1658,TrustRoute-StrongestQueried,3,C,0.00043475,8.126101732254028,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8934,TrustRoute-StrongestQueried,3,C,0.00110115,9.79387879371643,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-5393,TrustRoute-StrongestQueried,3,D,0.0008596500000000001,10.268755674362183,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-7436,TrustRoute-StrongestQueried,3,C,0.00023994999999999995,5.814614772796631,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2265,TrustRoute-StrongestQueried,3,A,0.00072565,10.708586692810059,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-12583,TrustRoute-StrongestQueried,3,B,0.00032915000000000006,8.915022850036621,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-709,TrustRoute-StrongestQueried,3,A,0.00075385,8.674067497253418,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-8297,TrustRoute-StrongestQueried,3,B,0.0008545499999999999,14.56912350654602,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-1947,TrustRoute-StrongestQueried,3,A,0.0010566500000000001,12.224809408187866,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-3606,TrustRoute-StrongestQueried,3,D,0.00028915,8.36607050895691,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-11879,TrustRoute-StrongestQueried,3,,0.0026773499999999998,20.751226663589478,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2070,TrustRoute-StrongestQueried,3,C,0.00060915,10.403754949569702,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-9581,TrustRoute-StrongestQueried,3,D,0.00105895,15.698472738265991,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2215,TrustRoute-StrongestQueried,3,C,0.00045014999999999996,8.721893072128296,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-165,TrustRoute-StrongestQueried,3,B,0.00056835,8.311310291290283,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-3631,TrustRoute-StrongestQueried,3,A,0.00030265,8.773030996322632,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-1708,TrustRoute-StrongestQueried,3,B,0.0007917499999999999,21.262161254882812,0,0,cand-gpt-5-mini,stage2_strongest_queried,
mmlu,mmlu-2279,TrustRoute-StrongestQueried,3,A,0.0002555,8.144579410552979,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-7664,TrustRoute-StrongestQueried,3,C,0.00017290000000000003,5.761106252670288,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-3725,TrustRoute-StrongestQueried,3,B,0.0003005,9.15935230255127,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-7411,TrustRoute-StrongestQueried,3,C,0.00016380000000000002,5.919892072677612,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-615,TrustRoute-StrongestQueried,3,A,0.0003724,11.491400003433228,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-8746,TrustRoute-StrongestQueried,3,D,0.0002512,7.9935808181762695,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-13805,TrustRoute-StrongestQueried,3,C,0.0002798,8.918880224227905,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-7663,TrustRoute-StrongestQueried,3,A,0.0001886,6.1339638233184814,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-3591,TrustRoute-StrongestQueried,3,B,0.00022840000000000002,6.986358404159546,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-10047,TrustRoute-StrongestQueried,3,D,0.0002077,6.658918380737305,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-9526,TrustRoute-StrongestQueried,3,D,0.0006394,18.95884108543396,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-13842,TrustRoute-StrongestQueried,3,A,0.00020400000000000003,6.167660236358643,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-7108,TrustRoute-StrongestQueried,3,A,0.0002834,8.311715602874756,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-3162,TrustRoute-StrongestQueried,3,B,0.0004856,14.568858623504639,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-912,TrustRoute-StrongestQueried,3,D,0.00025089999999999997,7.585384845733643,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-3408,TrustRoute-StrongestQueried,3,B,0.00040280000000000003,7.880774021148682,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-7403,TrustRoute-StrongestQueried,3,A,0.00015309999999999998,4.638863801956177,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-6975,TrustRoute-StrongestQueried,3,C,0.00026869999999999997,8.122844696044922,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-11780,TrustRoute-StrongestQueried,3,B,0.00041510000000000006,9.55051326751709,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-7516,TrustRoute-StrongestQueried,3,D,0.0001663,5.190688371658325,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-12143,TrustRoute-StrongestQueried,3,B,0.0004077,10.716017961502075,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-3961,TrustRoute-StrongestQueried,3,D,0.0004965,17.275859594345093,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-8886,TrustRoute-StrongestQueried,3,B,0.0003088,9.950354814529419,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-9097,TrustRoute-StrongestQueried,3,B,0.000686,20.024593353271484,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-10856,TrustRoute-StrongestQueried,3,B,0.000385,10.915111541748047,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-513,TrustRoute-StrongestQueried,3,D,0.0002677,9.54409146308899,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-3301,TrustRoute-StrongestQueried,3,D,0.0003086,7.935983657836914,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-5732,TrustRoute-StrongestQueried,3,C,0.0003004,8.722566843032837,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-5989,TrustRoute-StrongestQueried,3,A,0.0004244,9.508437871932983,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-4100,TrustRoute-StrongestQueried,3,D,0.0001873,7.207524538040161,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-8679,TrustRoute-StrongestQueried,3,B,0.0002804,7.807295799255371,0,0,cand-grok-3-mini,stage1_early_stop,
mmlu,mmlu-12095,TrustRoute-StrongestQueried,3,D,0.0004656,11.641022205352783,0,0,cand-grok-3-mini,stage1_early_stop,
